Gmina,Powiat,70+ lat,12-19 lat,20-39 lat,40-59 lat,60-69 lat,Województwo,Grupa wiekowa,Liczba ludności,Pacjenci w pełni zaszczepieni,% pacjentów zaszczepionych pełną dawką,Pacjenci zaszczepieni przynajmniej jedną dawką
gm.w. Deszczno,gorzowski,616,136,803,1531,768,lubuskie,:,10140,2157,"21,27%",3854
gm.w. Zwierzyn,strzelecko-drezdenecki,318,38,288,582,364,lubuskie,:,4307,916,"21,27%",1590
gm.w. Bądkowo,aleksandrowski,384,22,294,419,372,kujawsko-pomorskie,:,4187,890,"21,26%",1491
gm.w. Kolsko,nowosolski,274,17,152,305,283,lubuskie,:,3307,703,"21,26%",1031
gm.w. Domaniów,oławski,427,47,390,737,432,dolnośląskie,:,5132,1090,"21,24%",2033
gm.m-w. Kazimierz Dolny,puławski,665,37,338,732,490,lubelskie,:,6630,1408,"21,24%",2262
gm.w. Gidle,radomszczański,495,22,307,657,527,łódzkie,:,5964,1267,"21,24%",2008
gm.w. Lanckorona,wadowicki,370,35,453,756,480,małopolskie,:,6225,1322,"21,24%",2094
m. Dynów,rzeszowski,425,50,383,618,449,podkarpackie,:,6063,1288,"21,24%",1925
gm.w. Wysokie,lubelski,443,11,162,381,302,lubelskie,:,4353,924,"21,23%",1299
gm.m-w. Kazimierza Wielka,kazimierski,1461,97,1034,1857,1356,świętokrzyskie,:,16019,3401,"21,23%",5805
gm.w. Krzęcin,choszczeński,280,15,236,465,355,zachodniopomorskie,:,3622,769,"21,23%",1351
gm.w. Lniano,świecki,290,16,206,493,360,kujawsko-pomorskie,:,4312,915,"21,22%",1365
gm.w. Gnojno,buski,417,11,250,420,315,świętokrzyskie,:,4344,922,"21,22%",1413
gm.m-w. Niepołomice,wielicki,1806,246,2935,4271,2219,małopolskie,:,29638,6285,"21,21%",11477
m. Mława,mławski,2583,186,2191,3676,2899,mazowieckie,:,31129,6603,"21,21%",11535
gm.w. Purda,olsztyński,474,76,587,1185,739,warmińsko-mazurskie,:,8743,1854,"21,21%",3061
gm.m-w. Koźmin Wielkopolsk,krotoszyński,1165,90,799,1503,1094,wielkopolskie,:,13140,2787,"21,21%",4651
m. Łęknica,żarski,175,27,191,346,209,lubuskie,:,2396,508,"21,20%",948
gm.w. Nowe Miasto,płoński,369,22,390,593,410,mazowieckie,:,4665,989,"21,20%",1784
gm.w. Ceków-Kolonia,kaliski,414,22,240,527,364,wielkopolskie,:,4767,1010,"21,19%",1567
gm.m-w. Kozienice,kozienicki,2654,181,1585,3093,2895,mazowieckie,:,29187,6182,"21,18%",10408
gm.w. Zławieś Wielka,toruński,831,187,1284,2367,1163,kujawsko-pomorskie,:,14675,3106,"21,17%",5832
m. Zakopane,tatrzański,2445,224,1919,2978,2196,małopolskie,:,26846,5682,"21,17%",9762
gm.m-w. Oleszyce,lubaczowski,460,38,379,637,483,podkarpackie,:,6296,1333,"21,17%",1997
gm.w. Miedźno,kłobucki,622,43,504,959,604,śląskie,:,7518,1591,"21,16%",2732
gm.m-w. Łobżenica,pilski,674,19,485,1029,791,wielkopolskie,:,9468,2003,"21,16%",2998
gm.w. Paszowice,jaworski,294,22,281,512,361,dolnośląskie,:,4037,854,"21,15%",1470
gm.w. Czastary,wieruszowski,343,30,261,489,320,łódzkie,:,4000,846,"21,15%",1443
gm.w. Kaźmierz,szamotulski,577,94,851,1307,701,wielkopolskie,:,8840,1870,"21,15%",3530
gm.m-w. Syców,oleśnicki,1456,184,1337,2172,1442,dolnośląskie,:,16819,3555,"21,14%",6591
gm.w. Wola Uhruska,włodawski,359,13,190,418,322,lubelskie,:,3817,807,"21,14%",1302
gm.w. Jabłonna Lacka,sokołowski,435,5,209,391,347,mazowieckie,:,4375,925,"21,14%",1387
gm.w. Wodzierady,łaski,290,15,235,460,303,łódzkie,:,3496,738,"21,11%",1303
gm.w. Sobków,jędrzejowski,691,40,566,945,722,świętokrzyskie,:,8474,1788,"21,10%",2964
gm.w. Chrząstowice,opolski,512,64,478,829,459,opolskie,:,6961,1468,"21,09%",2342
m. Orzesze,mikołowski,1469,232,1840,2860,1574,śląskie,:,21290,4490,"21,09%",7975
gm.m-w. Szprotawa,żagański,1767,114,1172,2286,1700,lubuskie,:,20367,4293,"21,08%",7039
gm.m-w. Zakroczym,nowodworski,432,50,546,833,611,mazowieckie,:,5986,1262,"21,08%",2472
gm.w. Płoniawy-Bramura,makowski,471,21,322,620,502,mazowieckie,:,5244,1105,"21,07%",1936
gm.w. Łodygowice,żywiecki,1031,97,1048,1855,1135,śląskie,:,14637,3082,"21,06%",5166
gm.w. Herby,lubliniecki,581,45,445,780,520,śląskie,:,6769,1425,"21,05%",2371
m. Chełmża,toruński,1154,127,1091,1985,1318,kujawsko-pomorskie,:,14362,3022,"21,04%",5675
gm.w. Santok,gorzowski,572,95,656,1235,710,lubuskie,:,8854,1863,"21,04%",3268
gm.w. Wodzisław,jędrzejowski,788,50,438,738,612,świętokrzyskie,:,6893,1450,"21,04%",2626
gm.w. Sicienko,bydgoski,689,96,854,1443,788,kujawsko-pomorskie,:,10311,2168,"21,03%",3870
gm.w. Jasienica,bielski,1701,217,1870,3524,1868,śląskie,:,24681,5190,"21,03%",9180
gm.w. Łękawica,żywiecki,299,36,339,628,334,śląskie,:,4560,959,"21,03%",1636
gm.m-w. Nowe Miasteczko,nowosolski,408,16,301,522,450,lubuskie,:,5333,1121,"21,02%",1697
gm.w. Lutocin,żuromiński,446,18,175,471,299,mazowieckie,:,4197,882,"21,02%",1409
gm.w. Puńsk,sejneński,352,27,213,415,270,podlaskie,:,4156,873,"21,01%",1277
gm.w. Nowy Duninów,płocki,314,28,259,464,335,mazowieckie,:,3979,835,"20,99%",1400
gm.w. Świecie nad Osą,grudziądzki,267,19,219,452,345,kujawsko-pomorskie,:,4151,871,"20,98%",1302
gm.w. Jeziorzany,lubartowski,246,4,135,240,234,lubelskie,:,2722,571,"20,98%",859
gm.w. Chąśno,łowicki,227,21,223,367,252,łódzkie,:,2912,611,"20,98%",1090
gm.w. Mędrzechów,dąbrowski,307,14,146,332,203,małopolskie,:,3404,714,"20,98%",1002
gm.m-w. Łasin,grudziądzki,595,67,596,1036,645,kujawsko-pomorskie,:,7778,1631,"20,97%",2939
gm.w. Stary Brus,włodawski,194,16,143,279,201,lubelskie,:,2070,434,"20,97%",833
gm.w. Będków,tomaszowski,303,13,194,364,279,łódzkie,:,3253,682,"20,97%",1153
gm.w. Łambinowice,nyski,669,61,459,820,585,opolskie,:,7388,1549,"20,97%",2594
gm.w. Obryte,pułtuski,421,19,301,531,372,mazowieckie,:,4782,1002,"20,95%",1644
m. Wojcieszów,złotoryjski,314,20,229,397,363,dolnośląskie,:,3572,748,"20,94%",1323
gm.m-w. Mrozy,miński,732,62,570,1050,678,mazowieckie,:,8699,1822,"20,94%",3092
gm.m-w. Bytów,bytowski,1981,181,1689,3031,2252,pomorskie,:,25372,5314,"20,94%",9134
gm.w. Krzemieniewo,leszczyński,652,44,474,860,713,wielkopolskie,:,8272,1732,"20,94%",2743
gm.w. Koszęcin,lubliniecki,1012,97,779,1443,866,śląskie,:,11810,2472,"20,93%",4197
gm.m-w. Nowy Tomyśl,nowotomyski,2085,203,2258,3503,2339,wielkopolskie,:,27194,5691,"20,93%",10388
gm.w. Gaszowice,rybnicki,787,121,791,1327,728,śląskie,:,9856,2062,"20,92%",3754
gm.w. Godów,wodzisławski,1138,137,1006,1755,1084,śląskie,:,13845,2896,"20,92%",5120
gm.w. Nowa Wieś Wielka,bydgoski,711,118,745,1497,814,kujawsko-pomorskie,:,10309,2155,"20,90%",3885
gm.m-w. Gąbin,płocki,931,70,694,1410,845,mazowieckie,:,10969,2293,"20,90%",3950
m. Pszów,wodzisławski,1097,108,1016,1729,1052,śląskie,:,13734,2871,"20,90%",5002
gm.w. Kołbiel,otwocki,658,46,746,1138,749,mazowieckie,:,8235,1720,"20,89%",3337
gm.w. Bogoria,staszowski,648,36,524,826,604,świętokrzyskie,:,7641,1596,"20,89%",2638
gm.m-w. Gryfów Śląski,lwówecki,850,40,537,955,818,dolnośląskie,:,9561,1996,"20,88%",3200
gm.w. Karsin,kościerski,469,43,440,725,528,pomorskie,:,6260,1307,"20,88%",2205
gm.w. Ustka,słupski,465,77,595,1076,781,pomorskie,:,8295,1732,"20,88%",2994
gm.w. Miłkowice,legnicki,491,76,497,915,618,dolnośląskie,:,6822,1423,"20,86%",2597
gm.w. Przeworno,strzeliński,411,41,270,480,444,dolnośląskie,:,4717,984,"20,86%",1646
gm.w. Grabowiec,zamojski,402,5,115,289,297,lubelskie,:,3835,800,"20,86%",1108
gm.w. Jejkowice,rybnicki,254,47,357,599,303,śląskie,:,4185,873,"20,86%",1560
gm.m-w. Pilica,zawierciański,814,44,561,1049,766,śląskie,:,8534,1780,"20,86%",3234
gm.w. Rossosz,bialski,178,16,134,233,139,lubelskie,:,2192,457,"20,85%",700
gm.m-w. Łęczna,łęczyński,1225,134,1487,2581,2265,lubelskie,:,23128,4821,"20,84%",7692
gm.w. Chrzypsko Wielkie,międzychodzki,295,18,285,426,315,wielkopolskie,:,3306,689,"20,84%",1339
gm.w. Żółkiewka,krasnostawski,595,19,240,405,405,lubelskie,:,5252,1094,"20,83%",1664
gm.m-w. Nasielsk,nowodworski,1375,113,1656,2698,1656,mazowieckie,:,19943,4155,"20,83%",7499
gm.w. Siennica,miński,557,47,533,835,568,mazowieckie,:,7520,1566,"20,82%",2540
gm.w. Gorzków,krasnostawski,397,21,170,343,317,lubelskie,:,3379,703,"20,81%",1248
gm.w. Narew,hajnowski,381,16,139,291,269,podlaskie,:,3417,711,"20,81%",1096
gm.m-w. Wolbórz,piotrkowski,651,56,547,976,639,łódzkie,:,7836,1630,"20,80%",2869
gm.w. Jeziora Wielkie,mogileński,424,11,277,568,445,kujawsko-pomorskie,:,4833,1005,"20,79%",1725
gm.w. Kobylnica,słupski,674,127,1092,1789,990,pomorskie,:,13211,2746,"20,79%",4672
gm.w. Trzyciąż,olkuski,616,50,577,899,520,małopolskie,:,7039,1463,"20,78%",2662
gm.w. Pokój,namysłowski,371,31,312,566,407,opolskie,:,5144,1069,"20,78%",1687
gm.w. Siekierczyn,lubański,365,18,251,512,408,dolnośląskie,:,4516,938,"20,77%",1554
gm.m-w. Suchań,stargardzki,334,29,265,569,368,zachodniopomorskie,:,4256,884,"20,77%",1565
gm.w. Parzęczew,zgierski,376,28,367,615,419,łódzkie,:,5163,1072,"20,76%",1805
gm.w. Połajewo,czarnkowsko-trzcianecki,471,19,368,656,456,wielkopolskie,:,6181,1283,"20,76%",1970
gm.m-w. Góra,górowski,1772,178,1225,2277,1817,dolnośląskie,:,19720,4092,"20,75%",7269
gm.w. Turobin,biłgorajski,653,22,229,507,441,lubelskie,:,5942,1233,"20,75%",1852
gm.w. Opinogóra Górna,ciechanowski,478,39,471,796,452,mazowieckie,:,5937,1232,"20,75%",2236
gm.m-w. Sompolno,koniński,722,47,583,1050,836,wielkopolskie,:,10299,2137,"20,75%",3238
gm.m-w. Polkowice,polkowicki,2288,362,2186,3901,1978,dolnośląskie,:,27704,5745,"20,74%",10715
gm.w. Gomunice,radomszczański,542,45,300,624,444,łódzkie,:,5848,1213,"20,74%",1955
gm.w. Przewóz,żarski,215,19,161,333,276,lubuskie,:,3107,644,"20,73%",1004
m. Międzyrzec Podlaski,bialski,1373,91,988,1755,1425,lubelskie,:,16667,3453,"20,72%",5632
gm.w. Lelów,częstochowski,433,11,268,502,403,śląskie,:,4794,993,"20,71%",1617
gm.w. Samborzec,sandomierski,767,59,580,1007,698,świętokrzyskie,:,8376,1735,"20,71%",3111
m. Rejowiec Fabryczny,chełmski,340,21,260,477,400,lubelskie,:,4328,896,"20,70%",1498
gm.w. Radecznica,zamojski,513,16,215,415,421,lubelskie,:,5532,1145,"20,70%",1580
gm.w. Pawłosiów,jarosławski,512,40,522,881,562,podkarpackie,:,8429,1744,"20,69%",2517
gm.w. Mielec,mielecki,870,86,825,1549,850,podkarpackie,:,13445,2782,"20,69%",4180
gm.m-w. Czyżew,wysokomazowiecki,597,30,386,670,483,podlaskie,:,6318,1307,"20,69%",2166
m. Kwidzyn,kwidzyński,3166,361,2726,4876,3421,pomorskie,:,38329,7928,"20,68%",14550
gm.w. Gromadka,bolesławiecki,417,17,278,527,480,dolnośląskie,:,5317,1099,"20,67%",1719
gm.m-w. Ostroróg,szamotulski,414,47,481,718,466,wielkopolskie,:,4931,1019,"20,67%",2126
gm.m-w. Września,wrzesiński,4106,475,4374,6472,4066,wielkopolskie,:,47425,9801,"20,67%",19493
gm.m-w. Mrocza,nakielski,631,49,565,1107,775,kujawsko-pomorskie,:,9193,1899,"20,66%",3127
gm.w. Trzeszczany,hrubieszowski,358,12,198,336,328,lubelskie,:,4071,841,"20,66%",1232
Nowy Sącz,Nowy Sącz,7134,758,6099,10066,6652,małopolskie,:,83558,17261,"20,66%",30709
gm.w. Horyniec-Zdrój,lubaczowski,368,28,236,443,343,podkarpackie,:,4576,945,"20,65%",1418
gm.m-w. Rzepin,słubicki,776,145,757,1480,860,lubuskie,:,9678,1998,"20,64%",4018
gm.m-w. Działoszyn,pajęczański,1006,96,987,1619,1096,łódzkie,:,12346,2548,"20,64%",4804
gm.w. Sochocin,płoński,440,28,392,682,520,mazowieckie,:,5752,1187,"20,64%",2062
gm.w. Wilków,opolski,379,16,188,422,350,lubelskie,:,4367,901,"20,63%",1355
gm.w. Domaszowice,namysłowski,323,30,201,384,339,opolskie,:,3573,737,"20,63%",1277
gm.m-w. Chmielnik,kielecki,952,48,716,1228,779,świętokrzyskie,:,11170,2304,"20,63%",3723
gm.m-w. Pajęczno,pajęczański,1056,128,842,1453,975,łódzkie,:,11491,2369,"20,62%",4454
gm.m-w. Gniewkowo,inowrocławski,1251,103,1017,1749,1240,kujawsko-pomorskie,:,14315,2950,"20,61%",5360
gm.w. Hrubieszów,hrubieszowski,788,67,593,1018,719,lubelskie,:,9881,2036,"20,61%",3185
gm.w. Klukowo,wysokomazowiecki,475,8,207,402,279,podlaskie,:,4255,877,"20,61%",1371
gm.w. Radziejów,radziejowski,351,38,403,664,371,kujawsko-pomorskie,:,4360,898,"20,60%",1827
gm.w. Racławice,miechowski,230,14,201,295,233,małopolskie,:,2485,512,"20,60%",973
gm.w. Dębe Wielkie,miński,657,93,813,1436,717,mazowieckie,:,10684,2200,"20,59%",3716
gm.w. Liniewo,kościerski,341,28,240,494,386,pomorskie,:,4609,949,"20,59%",1489
gm.w. Dąbie,krośnieński,301,31,351,628,462,lubuskie,:,4923,1013,"20,58%",1773
gm.w. Stolno,chełmiński,354,34,344,621,434,kujawsko-pomorskie,:,5304,1091,"20,57%",1787
gm.w. Inowrocław,inowrocławski,829,86,970,1774,978,kujawsko-pomorskie,:,11845,2437,"20,57%",4637
gm.w. Kurów,puławski,579,51,422,839,626,lubelskie,:,7608,1565,"20,57%",2517
gm.w. Lutowiska,bieszczadzki,184,10,133,236,163,podkarpackie,:,2037,419,"20,57%",726
gm.m-w. Rychwał,koniński,663,26,470,954,648,wielkopolskie,:,8203,1687,"20,57%",2761
gm.m-w. Lipiany,pyrzycki,543,27,308,604,537,zachodniopomorskie,:,5794,1192,"20,57%",2019
gm.m-w. Tyszowce,tomaszowski,484,34,261,473,448,lubelskie,:,5437,1118,"20,56%",1700
gm.w. Komańcza,sanocki,340,19,196,381,316,podkarpackie,:,4466,918,"20,56%",1252
gm.m-w. Lipsk,augustowski,440,14,183,466,419,podlaskie,:,4980,1024,"20,56%",1522
gm.m-w. Lubniewice,sulęciński,274,21,208,347,299,lubuskie,:,3148,647,"20,55%",1149
gm.m-w. Kartuzy,kartuski,2370,403,2849,4190,2442,pomorskie,:,34037,6995,"20,55%",12254
gm.w. Kraśniczyn,krasnostawski,330,9,167,302,339,lubelskie,:,3573,734,"20,54%",1147
gm.m-w. Żychlin,kutnowski,1245,64,677,1316,1234,łódzkie,:,11628,2388,"20,54%",4536
gm.w. Łubniany,opolski,690,90,686,1241,647,opolskie,:,9938,2041,"20,54%",3354
gm.w. Łubnice,staszowski,420,30,232,451,347,świętokrzyskie,:,4067,835,"20,53%",1480
gm.w. Puszcza Mariańska,żyrardowski,694,81,584,1046,738,mazowieckie,:,8673,1780,"20,52%",3143
gm.w. Osiek,starogardzki,213,9,150,295,206,pomorskie,:,2373,487,"20,52%",873
gm.m-w. Tarnogród,biłgorajski,574,38,342,611,570,lubelskie,:,6616,1357,"20,51%",2135
gm.w. Ułęż,rycki,295,10,181,254,285,lubelskie,:,3145,645,"20,51%",1025
gm.w. Obrazów,sandomierski,603,34,418,744,553,świętokrzyskie,:,6381,1309,"20,51%",2352
gm.w. Dobryszyce,radomszczański,290,23,280,542,300,łódzkie,:,4463,915,"20,50%",1435
gm.w. Cedry Wielkie,gdański,408,65,577,985,561,pomorskie,:,6986,1432,"20,50%",2596
gm.m-w. Kostrzyn,poznański,1312,227,1848,2918,1633,wielkopolskie,:,18764,3846,"20,50%",7938
gm.w. Żagań,żagański,421,68,563,1047,596,lubuskie,:,7317,1499,"20,49%",2695
gm.m-w. Łask,łaski,2537,197,1953,3476,2624,łódzkie,:,27530,5642,"20,49%",10787
gm.m-w. Witnica,gorzowski,796,84,761,1462,1052,lubuskie,:,12778,2617,"20,48%",4155
gm.m-w. Jasień,żarski,577,49,413,784,629,lubuskie,:,6962,1425,"20,47%",2452
gm.w. Miedziana Góra,kielecki,747,108,829,1445,881,świętokrzyskie,:,11722,2399,"20,47%",4010
gm.m-w. Lewin Brzeski,brzeski,1066,101,813,1406,1031,opolskie,:,12844,2628,"20,46%",4417
gm.w. Rybno,działdowski,468,29,450,852,564,warmińsko-mazurskie,:,7160,1465,"20,46%",2363
gm.w. Marianowo,stargardzki,186,10,173,328,234,zachodniopomorskie,:,3089,632,"20,46%",931
gm.w. Pątnów,wieluński,557,54,409,824,467,łódzkie,:,6512,1332,"20,45%",2311
gm.w. Biskupice,wielicki,616,64,874,1438,745,małopolskie,:,10556,2159,"20,45%",3737
gm.w. Mielnik,siemiatycki,295,10,87,178,164,podlaskie,:,2298,470,"20,45%",734
gm.w. Rychliki,elbląski,310,14,172,321,333,warmińsko-mazurskie,:,3727,762,"20,45%",1150
gm.m-w. Morąg,ostródzki,1843,128,1518,2519,2008,warmińsko-mazurskie,:,23973,4903,"20,45%",8016
gm.m-w. Zalewo,iławski,489,24,297,633,593,warmińsko-mazurskie,:,6699,1367,"20,41%",2036
gm.m-w. Urzędów,kraśnicki,660,36,409,818,631,lubelskie,:,8453,1724,"20,40%",2554
gm.m-w. Bogatynia,zgorzelecki,1689,106,1263,2811,1995,dolnośląskie,:,22633,4614,"20,39%",7864
gm.w. Komprachcice,opolski,639,106,651,1103,652,opolskie,:,9111,1858,"20,39%",3151
gm.w. Kruklanki,giżycki,222,19,238,393,281,warmińsko-mazurskie,:,3115,635,"20,39%",1153
gm.w. Świerzno,kamieński,262,19,275,418,395,zachodniopomorskie,:,4213,859,"20,39%",1369
gm.w. Brzeżno,świdwiński,200,9,176,300,266,zachodniopomorskie,:,2781,567,"20,39%",951
gm.w. Liszki,krakowski,1018,186,1649,2453,1381,małopolskie,:,17495,3565,"20,38%",6687
gm.w. Stara Biała,płocki,711,79,839,1826,830,mazowieckie,:,12019,2449,"20,38%",4285
gm.w. Tworóg,tarnogórski,591,66,591,937,602,śląskie,:,8282,1688,"20,38%",2787
gm.w. Manowo,koszaliński,453,62,443,913,672,zachodniopomorskie,:,6919,1410,"20,38%",2543
gm.w. Płoskinia,braniewski,167,12,172,268,162,warmińsko-mazurskie,:,2465,502,"20,37%",781
gm.m-w. Proszowice,proszowicki,1403,104,1247,2157,1305,małopolskie,:,16097,3278,"20,36%",6216
gm.w. Mstów,częstochowski,813,65,744,1421,911,śląskie,:,10846,2208,"20,36%",3954
gm.w. Łączna,skarżyski,342,29,307,525,377,świętokrzyskie,:,4921,1002,"20,36%",1580
gm.w. Zagnańsk,kielecki,1023,71,907,1560,1057,świętokrzyskie,:,12917,2629,"20,35%",4618
gm.w. Lipie,kłobucki,515,31,423,709,535,śląskie,:,6204,1262,"20,34%",2213
gm.w. Topólka,radziejowski,417,38,360,577,420,kujawsko-pomorskie,:,4738,963,"20,33%",1812
gm.w. Nowa Brzeźnica,pajęczański,384,23,255,506,361,łódzkie,:,4535,922,"20,33%",1529
gm.w. Osięciny,radziejowski,700,66,586,931,630,kujawsko-pomorskie,:,7529,1530,"20,32%",2913
gm.w. Horodło,hrubieszowski,498,19,259,511,435,lubelskie,:,5045,1025,"20,32%",1722
gm.w. Nur,ostrowski,308,11,110,266,190,mazowieckie,:,2623,533,"20,32%",885
gm.w. Śliwice,tucholski,351,36,331,675,469,kujawsko-pomorskie,:,5595,1136,"20,30%",1862
gm.w. Troszyn,ostrołęcki,355,20,266,470,406,mazowieckie,:,4725,959,"20,30%",1517
gm.w. Boronów,lubliniecki,267,20,188,342,251,śląskie,:,3449,700,"20,30%",1068
gm.m-w. Ścinawa,lubiński,765,86,583,1091,873,dolnośląskie,:,9872,2003,"20,29%",3398
gm.w. Łukowa,biłgorajski,337,18,226,399,303,lubelskie,:,4191,849,"20,26%",1283
gm.w. Mełgiew,świdnicki,669,85,640,1263,717,lubelskie,:,10022,2030,"20,26%",3374
gm.w. Pęczniew,poddębicki,320,19,203,359,302,łódzkie,:,3484,705,"20,24%",1203
gm.w. Młynarze,makowski,139,9,127,207,133,mazowieckie,:,1734,351,"20,24%",615
gm.m-w. Rymanów,krośnieński,1184,79,876,1517,1163,podkarpackie,:,15877,3214,"20,24%",4819
gm.w. Bukowiec,świecki,324,27,352,589,471,kujawsko-pomorskie,:,5130,1038,"20,23%",1763
gm.w. Mokrsko,wieluński,450,36,355,600,453,łódzkie,:,5359,1084,"20,23%",1894
gm.w. Zabrodzie,wyszkowski,408,22,408,701,463,mazowieckie,:,6011,1216,"20,23%",2002
gm.w. Policzna,zwoleński,388,13,230,475,410,mazowieckie,:,5419,1096,"20,23%",1516
gm.m-w. Międzybórz,oleśnicki,376,30,306,508,408,dolnośląskie,:,5100,1030,"20,20%",1628
gm.m-w. Prószków,opolski,663,78,699,1133,603,opolskie,:,9079,1834,"20,20%",3176
gm.m-w. Nowa Dęba,tarnobrzeski,1353,104,856,1625,1216,podkarpackie,:,17890,3613,"20,20%",5154
gm.w. Koszarawa,żywiecki,147,7,152,272,188,śląskie,:,2346,474,"20,20%",766
gm.m-w. Działoszyce,pińczowski,571,39,373,618,449,świętokrzyskie,:,4836,977,"20,20%",2050
gm.w. Bulkowo,płocki,459,7,288,585,385,mazowieckie,:,5472,1105,"20,19%",1724
gm.m-w. Nowy Dwór Gdański,nowodworski,1299,99,1145,2109,1485,pomorskie,:,17607,3554,"20,19%",6137
gm.w. Lipinki Łużyckie,żarski,217,18,206,399,284,lubuskie,:,3345,675,"20,18%",1124
gm.w. Domaniewice,łowicki,419,36,345,583,374,łódzkie,:,4653,939,"20,18%",1757
gm.m-w. Słomniki,krakowski,1097,105,1091,1801,1065,małopolskie,:,13557,2736,"20,18%",5159
gm.w. Kijewo Królewskie,chełmiński,305,37,298,564,371,kujawsko-pomorskie,:,4521,912,"20,17%",1575
gm.w. Grudziądz,grudziądzki,738,121,855,1808,948,kujawsko-pomorskie,:,13136,2649,"20,17%",4470
gm.w. Żelechlinek,tomaszowski,286,7,171,338,217,łódzkie,:,3302,666,"20,17%",1019
gm.w. Goworowo,ostrołęcki,668,42,536,853,639,mazowieckie,:,8211,1656,"20,17%",2738
gm.m-w. Tuchola,tucholski,1867,206,1572,2558,1840,kujawsko-pomorskie,:,20151,4060,"20,15%",8043
gm.w. Stary Dzierzgoń,sztumski,279,13,175,365,392,pomorskie,:,3895,785,"20,15%",1224
gm.w. Kozielice,pyrzycki,172,12,161,297,214,zachodniopomorskie,:,2481,500,"20,15%",856
gm.m-w. Frombork,braniewski,299,10,213,402,329,warmińsko-mazurskie,:,3515,708,"20,14%",1253
m. Złotów,złotowski,1729,141,1325,2203,1785,wielkopolskie,:,18437,3711,"20,13%",7183
gm.w. Świdnica,świdnicki,1090,165,1191,2286,1524,dolnośląskie,:,17400,3501,"20,12%",6256
gm.m-w. Brześć Kujawski,włocławski,834,90,779,1557,956,kujawsko-pomorskie,:,11352,2284,"20,12%",4216
gm.w. Rudniki,oleski,771,40,473,845,721,opolskie,:,8082,1626,"20,12%",2850
gm.w. Wiżajny,suwalski,217,15,103,215,174,podlaskie,:,2311,465,"20,12%",724
gm.m-w. Drohiczyn,siemiatycki,637,14,296,466,421,podlaskie,:,6146,1236,"20,11%",1834
gm.m-w. Leśna,lubański,793,44,450,969,900,dolnośląskie,:,9948,2000,"20,10%",3156
gm.w. Hanna,włodawski,239,13,145,265,216,lubelskie,:,2791,561,"20,10%",878
gm.m-w. Nowa Słupia,kielecki,733,53,596,1004,811,świętokrzyskie,:,9361,1882,"20,10%",3197
gm.w. Lewin Kłodzki,kłodzki,166,15,99,238,154,dolnośląskie,:,1921,386,"20,09%",672
gm.m-w. Brzesko,brzeski,2648,237,2413,3959,2646,małopolskie,:,36264,7284,"20,09%",11903
gm.w. Bobrowniki,lipnowski,187,17,198,414,215,kujawsko-pomorskie,:,3093,621,"20,08%",1031
gm.w. Osiek,oświęcimski,671,32,522,1059,681,małopolskie,:,8271,1661,"20,08%",2965
gm.w. Joniec,płoński,241,14,210,303,213,mazowieckie,:,2650,532,"20,08%",981
gm.m-w. Rabka-Zdrój,nowotarski,1438,99,1049,1802,1113,małopolskie,:,16987,3409,"20,07%",5501
gm.w. Brudzeń Duży,płocki,595,40,448,853,563,mazowieckie,:,8236,1653,"20,07%",2499
gm.m-w. Krotoszyn,krotoszyński,3496,348,2749,4935,3596,wielkopolskie,:,40269,8080,"20,07%",15124
gm.w. Sokołów Podlaski,sokołowski,423,24,295,626,473,mazowieckie,:,6037,1211,"20,06%",1841
gm.w. Kije,pińczowski,399,27,296,514,402,świętokrzyskie,:,4320,866,"20,05%",1638
gm.w. Pałecznica,proszowicki,334,17,278,418,293,małopolskie,:,3568,715,"20,04%",1340
gm.w. Przemyśl,przemyski,586,76,612,1181,699,podkarpackie,:,10709,2146,"20,04%",3154
gm.w. Przyrów,częstochowski,320,5,175,365,322,śląskie,:,3737,749,"20,04%",1187
gm.w. Tomice,wadowicki,479,74,675,1122,556,małopolskie,:,8223,1647,"20,03%",2906
gm.w. Ostaszewo,nowodworski,226,12,204,364,274,pomorskie,:,3206,642,"20,03%",1080
gm.w. Złota,pińczowski,543,28,298,507,364,świętokrzyskie,:,4436,888,"20,02%",1740
gm.w. Zaniemyśl,średzki,525,67,589,993,573,wielkopolskie,:,6948,1391,"20,02%",2747
gm.w. Nielisz,zamojski,544,17,241,522,428,lubelskie,:,5387,1078,"20,01%",1752
gm.w. Bytnica,krośnieński,190,13,176,303,223,lubuskie,:,2494,499,"20,01%",905
gm.m-w. Świątniki Górne,krakowski,644,85,998,1487,741,małopolskie,:,10302,2061,"20,01%",3955
gm.w. Sobienie-Jeziory,otwocki,571,45,521,839,570,mazowieckie,:,6356,1272,"20,01%",2546
m. Ozorków,zgierski,1790,144,1270,2326,1580,łódzkie,:,19128,3826,20%,7110
gm.w. Zamość,zamojski,1475,129,1509,2755,1649,lubelskie,:,23212,4639,"19,99%",7517
